text;label
lancar;1
langgeng;1
layak;1
lega;1
legal;1
legenda;1
leluasa;1
lembut;1
lincah;1
logis;1
loyal;1
loyalitas;1
lucu;1
luhur;1
lulus;1
lunas;1
luwes;1
mahir;1
maju;1
makan;1
makmur;1
mampu;1
mandiri;1
manfaat;1
manjur;1
mantap;1
megah;1
memadai;1
menang;1
merdu;1
momentum;1
motivasi;1
mudah;1
mujur;1
mulia;1
mulus;1
mumpuni;1
murah;1
murni;1
musyawarah;1
mutakhir;1
naik;1
nikmat;1
normal;1
nyaman;1
optimis;1
pahlawan;1
pakar;1
pandai;1
pantas;1
panutan;1
patuh;1
peduli;1
pegangan;1
pejuang;1
pekerti;1
penting;1
percaya;1
pintar;1
populer;1
positif;1
potensi;1
praktis;1
prestasi;1
prioritas;1
produktif;1
profesional;1
profit;1
puas;1
pulih;1
rahman;1
rahmat;1
rajin;1
ramah;1
rampung;1
rapi;1
realistis;1
reformasi;1
rekonsiliasi;1
relawan;1
relevan;1
relevansi;1
renungan;1
resmi;1
responsif;1
revolusioner;1
rezeki;1
riang;1
rida;1
ridha;1
ridho;1
rido;1
riset;1
rohmat;1
rukun;1
sabar;1
sadar;1
sangkal;1
salut;1
sanggup;1
santun;1
sayang;1
sejalan;1
selamat;1
selaras;1
selesai;1
semangat;1
semoga;1
senang;1
serius;1
sesuai;1
setuju;1
sholeh;1
siap;1
silahkan;1
silaturahmi;1
simpati;1
sistematik;1
sistematis;1
siuman;1
sobat;1
peraih;1
sohib;1
solid;1
solidaritas;1
solider;1
solusi;1
sopan;1
sopan santun;1
sorga;1
spektakuler;1
spesial;1
sportif;1
sportivitas;1
stabil;1
steril;1
strategis;1
subsidi;1
suci;1
sukses;1
syukuran;1
taat;1
tahu;1
talenta;1
tampan;1
tangguh;1
taubat;1
tauladan;1
tawaduk;1
tawakal;1
tegar;1
tegas;1
teguh;1
tekad;1
tekun;1
teladan;1
tenteram;1
tentram;1
tepati;1
terawat;1
toleran;1
toleransi;1
plus;1
bintang;1
tertawa;1
tawa;1
kuasa;1
pilih;1
bungkar;1
relokasi;1
revitalisasi;1
pasukan;1
absah;1
absolut;1
acuan;1
afdol;1
ahli;1
akademisi;1
akan bayar;1
akbar;1
akrab;1
aktif;1
aktualisasi;1
akur;1
akurat;1
alami;1
alamiah;1
alhamdulillah;1
alim;1
alim ulama;1
amal;1
amal jariah;1
aman;1
aman-aman;1
amboi;1
ampuh;1
anak emas;1
andal;1
andalan;1
anggukan;1
anggun;1
animo;1
anjuran;1
anteng;1
antusias;1
antusiasme;1
anugrah;1
apresiasi;1
arahan;1
atensi;1
ayo;1
bagus;1
bahagia;1
bahagiakan;1
bahagian;1
bahu-membahu;1
baik;1
baik-baik;1
bajik;1
bakat;1
bakti;1
bala bantuan;1
balas budi;1
balas jasa;1
bangga;1
bangkit;1
bantu;1
bantuan;1
banyak;1
banyak-banyak;1
beasiswa;1
bebas banjir;1
bebas hambatan;1
bebas murni;1
becus;1
bekal;1
beken;1
bekerja keras;1
bekerja sama;1
belajar;1
belas kasih;1
benah;1
benar;1
bening;1
berakal;1
berakhlak;1
beramal;1
beraneka ragam;1
berangkulan;1
berani;1
berbagi;1
berbahagia;1
berbaikan;1
berbakat;1
berbakti;1
berbangga;1
berbinar-binar;1
berbobot;1
berbudaya;1
berbudi;1
berbunga-bunga;1
bercahaya;1
berdamai;1
berdaulat;1
berdaya;1
berdaya guna;1
berdaya upaya;1
berdecak kagum;1
berdikari;1
berempati;1
beretika;1
beretiket;1
berfaedah;1
berfungsi;1
bergandengan;1
bergizi;1
bergotong-royong;1
berguna;1
berhadiah;1
berharap;1
berharga;1
berhasil;1
berhemat;1
berihtiar;1
berijtihad;1
berikhtiar;1
berikrar;1
beriktikad;1
beriman;1
berimbang;1
berinisiatif;1
berinovasi;1
beritikad;1
berjaya;1
berkembang pesat;1
berkesinambungan;1
berkhasiat;1
berkibar;1
berkontribusi;1
berkoordinasi;1
berkreasi;1
berkualitas;1
berlimpah;1
bermaaf-maafan;1
bermanfaat;1
berminat;1
bermoral;1
bermusyawarah;1
berniat;1
berolah raga;1
berpeluang;1
berpelukan;1
berpengalaman;1
berprestasi;1
bersabar;1
bersahabat;1
bersahaja;1
bersalam-salaman;1
bersalaman;1
bersama;1
bersama-sama;1
bersatu;1
bersatu padu;1
bersedia;1
bersesuaian;1
bersilaturahmi;1
bersimpati;1
bersinergi;1
bersopan santun;1
bersorak;1
bersorak sorai;1
bersosialisasi;1
bersukaria;1
bersyukur;1
bertahan;1
bertahap;1
bertalenta;1
bertasawuf;1
bertasbih;1
bertasyakur;1
bertaubat;1
bertawakal;1
bertekad;1
bertepa salira;1
berterima kasih;1
berterus terang;1
bertobat;1
beruntung;1
berupaya;1
berusaha;1
berwawasan;1
berwibawa;1
berzakat;1
berzikir;1
betul;1
bhinneka;1
bibit unggul;1
bijak;1
bijaksana;1
bintang kelas;1
bintang lapangan;1
bintang panggung;1
bisa;1
bismillah;1
bombastis;1
bonafid;1
bonafide;1
bonafit;1
bonus;1
brilian;1
buah hati;1
buah karya;1
budi pekerti;1
budiman;1
cakap;1
cakep;1
canggih;1
cekatan;1
cemerlang;1
cendekia;1
cendekiawan;1
cepat;1
cerdas;1
cerdik;1
ceria;1
cermat;1
cermati;1
cita;1
cita-cita;1
cocok;1
cukup;1
cuma-cuma;1
damai;1
daur ulang;1
daya guna;1
daya gunakan;1
daya upaya;1
decak kagum;1
demokrasi;1
demokratis;1
devisa;1
dewasa;1
diaktifkan;1
diakui;1
diakurkan;1
diamini;1
diaminkan;1
diandalkan;1
dianjurkan;1
dianugerahi;1
dianugerahkan;1
dianugrahkan;1
diarahkan;1
dibaguskan;1
dibahagiakan;1
dibaikkan;1
dibanggakan;1
dibantu;1
dibekali;1
dibekalkan;1
dibela;1
dibenahi;1
diberdayakan;1
diberitahu;1
dibina;1
dicapai;1
dicerdaskan;1
diceriakan;1
dicermati;1
dicermatkan;1
didamaikan;1
didaur ulang;1
didayagunakan;1
didayaupayakan;1
didik;1
didonasikan;1
didonorkan;1
diedukasi;1
diedukasikan;1
diefektifkan;1
difavoritkan;1
digalakkan;1
digandrungi;1
digapai;1
digratiskan;1
dihadiahi;1
dihadiahkan;1
dihargai;1
diharmoniskan;1
dihemat;1
dihibur;1
dihijaukan;1
dihormati;1
dikaji kembali;1
dikakgumi;1
dikaruniai;1
dikaruniakan;1
dikaryakan;1
dikasihi;1
diketahui;1
diklarifikasi;1
dikokohkan;1
dikukuhkan;1
dilancarkan;1
dilanggengkan;1
dilapangi;1
dilapangkan;1
dilegakan;1
dilerai;1
dilestarikan;1
dilimpahkan;1
dilindungi;1
diluhurkan;1
dilunasi;1
dimaafkan;1
dimerdekakan;1
diminati;1
dimotivasi;1
dimudahkan;1
dimuliakan;1
dioptimalkan;1
dipahami;1
dipathui;1
dipatuhi;1
dipelajari;1
dipenuhi;1
diperbagus;1
diperbaiki;1
diperbantukan;1
diperbarui;1
diperbenar;1
dipercakap;1
dipercakep;1
dipercanggih;1
dipercantik;1
dipercaya;1
dipercepat;1
diperdamai;1
diperelok;1
dipererat;1
diperkenankan;1
diperlancar;1
diperlapang;1
dipermudah;1
dipersatukan;1
dipersolid;1
dipertampan;1
diprioritaskan;1
diproses;1
dipuaskan;1
dipulihkan;1
diraih;1
dirampungkan;1
dirangkul;1
dirapihkan;1
dirapikan;1
dirawat;1
direnungi;1
direnungkan;1
direstui;1
diridai;1
diridhai;1
diridhoi;1
diridoi;1
dirohmati;1
dirukunkan;1
disadarkan;1
disanjung;1
disanjung-sanjung;1
disantuni;1
disapu bersih;1
disatukan;1
disayangi;1
diserahkan;1
disetujui;1
disingsingkan;1
disolidkan;1
distabilkan;1
disterilkan;1
distimulasi;1
disubsidi;1
disucikan;1
disukai;1
disukseskan;1
disyukuri;1
ditaati;1
ditabahkan;1
ditauladani;1
ditekuni;1
diteladani;1
ditenangkan;1
ditenteramkan;1
ditentramkan;1
ditepati;1
diterangi;1
diterima;1
ditertibkan;1
ditindaklanjuti;1
ditolong;1
dituntun;1
diunggulkan;1
diuntungkan;1
diupayakan;1
diusahakan;1
diutamakan;1
doakan;1
donasi;1
donatur;1
donor;1
dorong;1
dukungan;1
dzikir;1
edukasi;1
edukatif;1
efektif;1
efisien;1
ekonomis;1
ekspres;1
elegan;1
elite;1
elok;1
eloknya;1
empati;1
enak;1
enak-enak;1
enteng;1
esensial;1
estetik;1
estetis;1
etis;1
evaluasi;1
faedah;1
fakta;1
faktual;1
fantastis;1
fasih;1
favorit;1
fenomenal;1
final;1
fitrah;1
gagah;1
gampang;1
ganteng;1
gapai;1
gegap gempita;1
gemilang;1
genius;1
genjot;1
giat;1
gigih;1
gilang-gemilang;1
gotong-royong;1
gratis;1
gunanya;1
hadiah;1
hak mutlak;1
hakikat;1
hakiki;1
halal;1
halal bihalal;1
halalbihalal;1
handal;1
happy;1
harapan;1
harapkan;1
harmoni;1
harmonis;1
harmonisasi;1
hebat;1
heroik;1
hibah;1
hibur;1
hidayah;1
hidmat;1
hidup;1
higienis;1
hikmah;1
hits;1
hoki;1
hore;1
hormat;1
hormat-menghormati;1
hormati;1
humoris;1
husnul khatimah;1
ibadah;1
ideal;1
ihsan;1
ihtiar;1
ijtihad;1
ikhlas;1
ikhtiar;1
iktikad;1
ilmiah;1
iman;1
impresif;1
imut-imut;1
indah;1
informatif;1
inisiatif;1
inovasi;1
inovatif;1
inovator;1
insaf;1
insan;1
insan kamil;1
insentif;1
inspirasi;1
insya allah;1
integritas;1
intelek;1
intelektual;1
inteligensi;1
inteligensia;1
intensif;1
irit;1
islami;1
istikharah;1
istimewa;1
istiqamah;1
itikad;1
itikaf;1
izin;1
jago;1
jagoan;1
jangan dulu;1
jawaban;1
jelas;1
jelaskan;1
jempolan;1
jenius;1
juara;1
jujur;1
kagum;1
kaji;1
kamil;1
kampiun;1
kapabel;1
karib;1
karisma;1
karismatik;1
karunia;1
kasih;1
keakraban;1
keanggunan;1
kebaikan;1
kebajikan;1
kebanggaan;1
kebenaran;1
keberhasilan;1
kebersamaan;1
keberuntungan;1
kebulatan suara;1
kebulatan tekad;1
kecakapan;1
kecekatan;1
kecemerlangan;1
keelokan;1
kegemilangan;1
kegeniusan;1
kegigihan;1
kehebatan;1
kehormatan;1
keikhlasan;1
keindahan;1
keistimewaan;1
kejayaan;1
kejelasan;1
kejeniusan;1
kejujuran;1
kekaguman;1
kekeluargaan;1
kekhidmatan;1
kekhusukan;1
kekhusyukan;1
kelancaran;1
kelapangan;1
kelebihan;1
kelembutan;1
kelezatan;1
kemajuan;1
kemakmuran;1
kemampuan;1
kemandirian;1
kemantapan;1
kemenangan;1
kemeriahan;1
kemudahan;1
kemuliaan;1
kenikmatan;1
kenyamanan;1
kepedulian;1
kepercayaan;1
keramahan;1
keren;1
keridaan;1
keridhaan;1
keridhoan;1
keridoan;1
kerja;1
kerukunan;1
kesabaran;1
kesanggupan;1
keselarasan;1
kesepakatan;1
kesesuaian;1
keshalehan;1
kesinambungan;1
kesopanan;1
kesuksesan;1
ketaatan;1
ketabahan;1
ketawakalan;1
ketegarab;1
ketekunan;1
keteladanan;1
ketenangan;1
ketentraman;1
keterbukaan;1
ketertiban;1
keunggulan;1
keuntungan;1
kewajiban;1
kewenangan;1
keyakinan;1
kharisma;1
kharismatik;1
khidmat;1
khusyuk;1
klarifikasi;1
kokoh;1
kolaborasi;1
komersial;1
komfortabel;1
komitmen;1
kompak;1
kompatibel;1
kompeten;1
kompetensi;1
komplet;1
komprehensif;1
komunikasi;1
komunikatif;1
kondusif;1
konfirmasi;1
konform;1
konkret;1
konsisten;1
konsistensi;1
konstan;1
kontinu;1
kooperatif;1
koordinasi;1
kreasi;1
kreatif;1
kreativitas;1
kuat;1
lailatul kadar;1
lailatul qadar;1
lailatulkadar;1
lailatulqadar;1
lancar;1
langgeng;1
langsing;1
laporkan;1
layak;1
lega;1
legal;1
legendaris;1
leluasa;1
lembut;1
lerai;1
lezat;1
lincah;1
logis;1
lolos;1
loyal;1
loyalitas;1
luar biasa;1
lucu;1
luhur;1
lulus;1
lunas;1
luwes;1
mabrur;1
mahir;1
maju;1
makan;1
makmur;1
mampu;1
mandiri;1
manfaat;1
manjur;1
mantap;1
masuk akal;1
masukan;1
masyhur;1
megah;1
melancarkan;1
melanggengkan;1
melapangkan;1
melaporkan;1
melegakan;1
melerai;1
meleraikan;1
melestarikan;1
melezatkan;1
melindungi;1
meluhurkan;1
melunasi;1
meluruskan;1
memaafkan;1
memadai;1
memahami;1
memajukan;1
memakmurkan;1
memantapkan;1
mematuhi;1
membaguskan;1
membahagiakan;1
membaik;1
membalas budi;1
membanggakan;1
membangkitkan;1
membangun;1
membantu;1
membawa revolusi;1
membenahi;1
memberbaiki;1
memberdayakan;1
memberi kesempatan;1
memberikan kesempatan;1
membesarkan;1
membetulkan;1
membulatkan hati;1
membulatkan tekad;1
memenagkan;1
memenangkan;1
memenuhi;1
memenuhi persyaratan;1
memerdekakan;1
memopulerkan;1
memotivasi;1
memperaman;1
memperbagus;1
memperbaiki;1
memperbantukan;1
memperbarui;1
mempercanggih;1
mempercantik;1
mempercerdas;1
memperdamai;1
mempererat;1
memperhatikan;1
memperindah;1
memperlancar;1
memperlapang;1
mempermudah;1
mempersatukan;1
mempersiapkan;1
mempersolid;1
mempersukses;1
mempertampan;1
mempertemukan;1
mempertimbangkan;1
memuaskan;1
memudahkan;1
memuji;1
memukau;1
memuliakan;1
memulihkan;1
memurnikan;1
memusyawarahkan;1
menaati;1
menakjubkan;1
menang;1
menarik;1
menauladani;1
mencerahkan;1
mencerdaskan;1
menceriakan;1
mendamaikan;1
mendapat tempat;1
mendayagunakan;1
mendayaupayakan;1
mendonasikan;1
mendonorkan;1
mendorong;1
mendukung;1
menegakkan;1
meneladani;1
menenangkan;1
menengahi;1
menentramkan;1
menepati;1
menerima;1
menertibkan;1
menetapkan;1
mengagumi;1
mengagumkan;1
mengakrabkan;1
mengakurkan;1
mengamankan;1
mengandalkan;1
menganjurkan;1
mengantisipasi;1
menganugerahi;1
menganugrahi;1
menganugrahkan;1
mengasah;1
mengedukasi;1
mengedukasikan;1
mengefektifkan;1
mengerti;1
menggalakkan;1
menggapai;1
menggenjotkan;1
menggiatkan;1
menggugah;1
menghadiahkan;1
menghadiri;1
menghargai;1
mengharmoniskan;1
mengharu biru;1
mengharukan;1
mengharumkan;1
menghayati;1
menghemat;1
menghentikan;1
menghibur;1
menghijaukan;1
menghormati;1
mengilhami;1
mengimbangi;1
mengingatkan;1
menginovasikan;1
menginsafi;1
menginsafkan;1
menginspirasi;1
menginspirasikan;1
mengisi;1
mengokohkan;1
mengoptimalkan;1
mengukuhkan;1
mengulurkan tangan;1
mengungguli;1
mengungkap;1
mengungkap kasus;1
menguntungkan;1
mengupayakan;1
mengusahakan;1
menimba ilmu;1
menindak;1
menindaklanjuti;1
meningkat;1
meningkatkan;1
menjadi sama;1
menjaga;1
menjaring;1
menjawab;1
menjembatani;1
menjernihkan;1
menjinakkan;1
menjiwai;1
menolong;1
menstabilkan;1
mensucikan;1
mensyukuri;1
mentaati;1
menunaikan;1
menunjang;1
menuntun;1
menyadari;1
menyadarkan;1
menyayangi;1
menyeimbangkan;1
menyelamatkan;1
menyelaraskan;1
menyelesaikan;1
menyesuaikan;1
menyetujui;1
menyinergikan;1
menyingkronkan;1
menyingsingkan;1
menyinkronkan;1
menyucikan;1
menyukai;1
menyukseskan;1
merahmati;1
meraih;1
merampungkan;1
merangkul;1
merapihkan;1
merapikan;1
merawat;1
merdu;1
meremajakan;1
merenungi;1
merenungkan;1
merestui;1
meriah;1
meridai;1
meridhai;1
meridhoi;1
meridoi;1
meringankan;1
merohmati;1
merukunkan;1
momentum;1
motivasi;1
mudah;1
mudah-mudahan;1
mufakat;1
mujarab;1
mujur;1
mulia;1
multi fungsi;1
multi guna;1
multifungsi;1
multiguna;1
mulus;1
mumpuni;1
murah;1
murni;1
mustajab;1
musyawarah;1
mutakhir;1
naik;1
ngetop;1
ngetren;1
nikmat;1
nilai tambah;1
nomor wahid;1
normal;1
nyaman;1
objektif;1
obyektif;1
ok;1
optimal;1
optimis;1
optimisme;1
optimistis;1
orisinal;1
orisinalitas;1
orisinil;1
pahlawan;1
pakar;1
pandai;1
pantas;1
panutan;1
patroli;1
patuh;1
peduli;1
pegangan;1
pejuang;1
pekerti;1
pelancaran;1
pelayanan;1
peleraian;1
pelestarian;1
pelipur;1
pemaaf;1
pemantapan;1
pembangunan negara;1
pembangunan umat;1
pembaruan;1
pembenahan;1
pemberdayaan;1
pembulatan tekad;1
pemeriksaan;1
pemersatu;1
pemersatuan;1
pencari ilmu;1
pencarian;1
pencerahan;1
pendidik;1
pendonasian;1
pendonor;1
penegakan;1
penemu;1
penengah;1
penerang;1
pengampunan;1
pengantisipasian;1
penganugerahan;1
pengembangan;1
pengertian;1
penggalakan;1
penggiatan;1
penggugah;1
penghargaan;1
penghijauan;1
pengoptimalan;1
peningkatan;1
penjelasan;1
penjernihan;1
penolong;1
penstabilan;1
penting;1
penuntun;1
penurut;1
penyabar;1
penyantun;1
penyantunan;1
penyatuan;1
penyayang;1
penyuksesan;1
peran kunci;1
perbaikan;1
percaya;1
perdamaian;1
perhatian;1
perkembangan;1
persahabatan;1
persaudaraan;1
pertaubatan;1
pertobatan;1
pertolongan;1
pertumbuhan;1
perundingan;1
petunjuk;1
pintar;1
populer;1
positif;1
potensi;1
potensial;1
praktis;1
preseden;1
presisi;1
prestasi;1
prestise;1
prestisius;1
prima;1
primadona;1
prioritas;1
proaktif;1
produktif;1
profesional;1
profit;1
proporsional;1
prospektif;1
proteksi;1
puas;1
pulih;1
rahman;1
rahmat;1
rajin;1
ramah;1
ramah tamah;1
rampung;1
rapi;1
rapih;1
rasional;1
rasul;1
realistis;1
reformasi;1
rekonsiliasi;1
relawan;1
relevan;1
relevansi;1
relevansinya;1
reliabel;1
renungan;1
resmi;1
responsif;1
revolusioner;1
rezeki;1
riang;1
rida;1
ridha;1
ridho;1
rido;1
rileks;1
riset;1
rohmat;1
rukun;1
rupawan;1
sabar;1
sadar;1
sakinah;1
saksama;1
saleh;1
salehah;1
saling tegur;1
salut;1
sanggup;1
santun;1
satu padu;1
sayang;1
sebaik-baiknya;1
sebesar mungkin;1
secepatnya;1
seefektif;1
seimbang;1
sejalan;1
selamat;1
selaras;1
selesai;1
selesaikan;1
semangat;1
semoga;1
senang;1
serius;1
sesuai;1
setuju;1
shaleh;1
shalehah;1
shalihah;1
sholeh;1
siap;1
silahkan;1
silaturahmi;1
simpati;1
sistematik;1
sistematis;1
siuman;1
sobat;1
sohib;1
solid;1
solidaritas;1
solider;1
solusi;1
sopan;1
sopan santun;1
sorga;1
spektakuler;1
spesial;1
sportif;1
sportivitas;1
stabil;1
steril;1
strategis;1
subsidi;1
suci;1
sudah berupaya;1
sudah berusaha;1
sudah dilakukan;1
sukaria;1
sukses;1
syukuran;1
taat;1
tahu;1
tak ada banding;1
tak ada bandingan;1
tak ada tandingan;1
talenta;1
tampan;1
tangguh;1
taubat;1
tauladan;1
tawaduk;1
tawakal;1
tegar;1
tegas;1
teguh;1
tekad;1
tekun;1
teladan;1
telah berjalan;1
tenteram;1
tentram;1
tepa salira;1
tepat guna;1
tepat sasaran;1
tepati;1
terahmati;1
terawat;1
terbaik;1
terbantu;1
terbarukan;1
terbiasa;1
terbrilian;1
tercakap;1
tercakep;1
tercanggih;1
tercangging;1
tercantik;1
tercerdas;1
terdongkrak;1
teredukasi;1
terfavorit;1
terfenomenal;1
tergapai;1
terharu;1
terhebat;1
terhibur;1
terhormat;1
terima kasih;1
terindah;1
terinformasi;1
terinspirasi;1
teristimewa;1
terjangkau;1
terkagum-kagum;1
terkasih;1
terkenal;1
terkendali;1
terkirim;1
terlezat;1
terlincah;1
termasyhur;1
termotivasi;1
ternama;1
terohmati;1
terpana;1
terpandai;1
terpandang;1
terpilih;1
terpintar;1
terpuji;1
terpukau;1
tersabar;1
tersadar;1
tersadarkan;1
tersantun;1
tersantuni;1
tersayang;1
tersipu;1
tersipu-sipu;1
tersohor;1
tersopan;1
terspektakuler;1
terstruktur;1
tersuci;1
tersucikan;1
tersukses;1
tertaat;1
tertampan;1
tertib;1
tertolong;1
teruji;1
terungkap;1
terurus;1
terus terang;1
tetap di sini;1
tiada banding;1
tiada bandingan;1
tiada tandingan;1
tidak ada banding;1
tidak ada bandingan;1
tidak ada tandingan;1
toleran;1
toleransi;1
tolong-menolong;1
trofi;1
tropi;1
tulus;1
tuntas;1
tuntun;1
tuntunan;1
ukhuwah;1
ulet;1
unggul;1
unggulan;1
unik;1
usulan bersama;1
usulan masyarakat;1
valid;1
visibel;1
wah;1
wajar;1
wajar-wajar;1
wibawa;1
yahud;1
yakin;1
accord;1
asyik;1
asyiknya;1
bantuan;1
bimbingan;1
aduhai;1
boleh juga;1
luar biasa;1
sabar;1
keren;1
cakep;1
senang;1
maaf;1
minta maaf;1
sehat;1
suka;1
cinta;1
dimaafkan;1
dikejar;1
tidak apa-apa;1
cepat sembuh;1
jago;1
imut;1
jujur;1
adil;1
lucu;1
terima kasih;1
sehat;1
manis;1
mantap;1
lebih baik;1
mengaku;1
profesional;1
nyaman;1
rezeki;1
setuju;1
sumbangan;1
amal;1
menggemaskan;1
boleh juga;1
